date,inflation,unemployment
1995-08-01,2.2295294090211555,4.3
1995-09-01,2.094858811243325,4.2
1995-10-01,1.9606287285622497,4.1
1995-11-01,2.737797664316641,4.4
1995-12-01,2.7324603141330868,4.2
1996-01-01,3.1160127097532437,4.2
1996-02-01,3.365182598504654,4.2
1996-03-01,3.488965273520925,4.2
1996-04-01,3.612349752202712,4.2
1996-05-01,2.9556108807503008,4.3
1996-06-01,2.8225405041430203,4.1
1996-07-01,2.8135115293420916,4.0
1996-08-01,2.6759227582822205,3.8
1996-09-01,2.923665015628005,3.9
1996-10-01,3.044129080270927,3.8
1996-11-01,3.038353131721791,4.0
1996-12-01,3.1599876049453886,3.8
1997-01-01,2.649090104702409,4.0
1997-02-01,2.140131141254917,3.8
1997-03-01,1.508019889674647,3.7
1997-04-01,1.379158633052721,3.7
1997-05-01,1.2517252158361718,3.3
1997-06-01,1.3740667897558538,3.5
1997-07-01,1.7463444122881004,3.5
1997-08-01,1.9933964034557576,3.6
1997-09-01,2.2410744220315943,3.5
1997-10-01,1.9895257384272196,3.5
1997-11-01,1.9870566369177916,3.4
1997-12-01,1.4883035197108179,3.5
1998-01-01,0.9907910818999083,3.3
1998-02-01,0.8654962254222104,3.2
1998-03-01,1.1110364559216184,3.3
1998-04-01,1.233353077974683,3.0
1998-05-01,1.4775347807472443,3.1
1998-06-01,1.7226328199629297,3.2
1998-07-01,1.8450318407707471,3.3
1998-08-01,2.0874148966094714,3.3
1998-09-01,1.8382478982968824,3.3
1998-10-01,1.9578761512521663,3.2
1998-11-01,1.831439163501311,3.1
1998-12-01,1.5863411242856256,3.2
1999-01-01,1.5853750117959724,3.1
1999-02-01,2.431029832021023,3.3
1999-03-01,2.307533132192638,2.8
1999-04-01,1.9419024192127126,3.0
1999-05-01,2.4203124095390023,3.1
1999-06-01,2.9002164287351557,3.2
1999-07-01,3.6166051840914455,3.1
1999-08-01,2.6392222617497825,3.3
1999-09-01,2.8755981093878087,2.9
1999-10-01,3.350657491810613,2.9
1999-11-01,3.099701059446111,2.8
1999-12-01,3.4467314761625096,2.8
2000-01-01,3.7853804007233456,2.8
2000-02-01,3.3108528024268753,2.9
2000-03-01,3.3050049082430895,2.8
2000-04-01,3.9981698248857085,2.7
2000-05-01,3.9864728561895464,2.8
2000-06-01,3.1595384202769945,2.8
2000-07-01,3.0253376641204617,2.8
2000-08-01,3.4879188482636354,2.8
2000-09-01,3.4818622208158874,2.9
2000-10-01,2.7728801720374814,2.9
2000-11-01,3.337635451401741,2.9
2000-12-01,3.7932163170054074,3.0
2001-01-01,2.8645828485629994,3.2
2001-02-01,2.8596762313026853,3.3
2001-03-01,3.5350585176272182,3.3
2001-04-01,3.5270289012939133,3.4
2001-05-01,2.0439058081365675,3.3
2001-06-01,1.588324942532901,3.5
2001-07-01,2.2638655800239245,3.5
2001-08-01,1.3616677641614088,3.8
2001-09-01,0.2286469882834957,3.8
2001-10-01,-0.3352417020082405,4.4
2001-11-01,0.34062473363848095,4.6
2001-12-01,0.6782724545163793,4.6
2002-01-01,0.45089320619800805,4.7
2002-02-01,1.9087340629224985,4.6
2002-03-01,2.2444364691770553,4.6
2002-04-01,2.46853313832843,4.8
2002-05-01,2.5757487220005344,4.7
